Japan, Population size(5 year) Last modified:2023-12-05, ver.004_004 JMD(IPSS)

Year     Age      Female         Male        Total
1947   0        905090.73    952372.62   1857463.35
1947   1-4     3692444.92   3796550.53   7488995.45
1947   5-9     4421552.11   4530110.73   8951662.84
1947  10-14    4330205.77   4413529.48   8743735.25
1947  15-19    4020775.59   4003729.99   8024505.58
1947  20-24    3586764.50   3183942.31   6770706.81
1947  25-29    2985786.41   2405983.13   5391769.54
1947  30-34    2765169.50   2426575.41   5191744.91
1947  35-39    2493075.09   2324720.60   4817795.69
1947  40-44    2030475.46   2075044.49   4105519.95
1947  45-49    1821067.82   1893604.07   3714671.89
1947  50-54    1514072.39   1564868.16   3078940.55
1947  55-59    1315585.10   1291246.01   2606831.11
1947  60-64    1130195.23    998975.63   2129170.86
1947  65-69     943163.62    762366.03   1705529.65
1947  70-74     656808.05    474702.81   1131510.86
1947  75-79     333331.73    209422.61    542754.34
1947  80-84     149346.68     79335.37    228682.05
1947  85-89      40633.22     18642.73     59275.95
1947  90-94       8509.14      3342.45     11851.59
1947  95-99        838.45       369.28      1207.73
1947 100-104        60.01        24.01        84.02
1947 105-109         8.00         7.00        15.00
1947 110+           11.00         6.00        17.00
1948   0       1230805.73   1286478.24   2517283.97
1948   1-4     3551616.59   3667200.53   7218817.12
1948   5-9     4452646.42   4569083.61   9021730.03
1948  10-14    4362382.94   4448356.83   8810739.77
1948  15-19    4107152.32   4118939.55   8226091.87
1948  20-24    3669878.00   3397143.44   7067021.44
1948  25-29    3057949.14   2426303.73   5484252.87
1948  30-34    2762637.57   2396504.11   5159141.68
1948  35-39    2543232.87   2334293.33   4877526.20
1948  40-44    2073318.81   2079525.46   4152844.27
1948  45-49    1881998.31   1944567.33   3826565.64
1948  50-54    1542576.85   1593924.07   3136500.92
1948  55-59    1346365.74   1328152.05   2674517.79
1948  60-64    1124585.62   1003744.45   2128330.07
1948  65-69     950232.86    767717.20   1717950.06
1948  70-74     685862.43    492985.63   1178848.06
1948  75-79     349663.68    219036.51    568700.19
1948  80-84     155703.55     82318.93    238022.48
1948  85-89      40968.40     18228.32     59196.72
1948  90-94       8689.36      3356.53     12045.89
1948  95-99        877.25       342.17      1219.42
1948 100-104        49.00        17.00        66.00
1948 105-109         5.00         3.00         8.00
1948 110+            6.00         1.00         7.00
1949   0       1261196.73   1315359.99   2576556.72
1949   1-4     3748148.24   3889476.38   7637624.62
1949   5-9     4620414.48   4737120.99   9357535.47
1949  10-14    4301333.74   4392569.58   8693903.32
1949  15-19    4146217.15   4185281.13   8331498.28
1949  20-24    3749635.51   3593001.97   7342637.48
1949  25-29    3186768.44   2521856.87   5708625.31
1949  30-34    2751941.99   2350889.78   5102831.77
1949  35-39    2588443.36   2342052.84   4930496.20
1949  40-44    2125018.01   2100339.36   4225357.37
1949  45-49    1925460.87   1977800.55   3903261.42
1949  50-54    1597227.98   1646204.86   3243432.84
1949  55-59    1347814.87   1334152.86   2681967.73
1949  60-64    1138143.99   1038978.23   2177122.22
1949  65-69     962061.14    777162.42   1739223.56
1949  70-74     707752.16    512307.79   1220059.95
1949  75-79     371165.17    235772.35    606937.52
1949  80-84     170812.33     91220.37    262032.70
1949  85-89      44308.19     19906.04     64214.23
1949  90-94       9508.24      3703.07     13211.31
1949  95-99        970.09       389.10      1359.19
1949 100-104        63.00        23.00        86.00
1949 105-109         5.00         1.00         6.00
1949 110+            4.00         1.00         5.00
1950   0       1263799.03   1308052.36   2571851.39
1950   1-4     3999252.47   4162329.06   8161581.53
1950   5-9     4753743.89   4879312.42   9633056.31
1950  10-14    4264416.55   4361029.92   8625446.47
1950  15-19    4175258.32   4235535.87   8410794.19
1950  20-24    3829168.58   3726285.18   7555453.76
1950  25-29    3298867.85   2672943.68   5971811.53
1950  30-34    2738985.96   2303191.27   5042177.23
1950  35-39    2632662.22   2356178.64   4988840.86
1950  40-44    2221120.94   2148487.51   4369608.45
1950  45-49    1953887.81   1992063.20   3945951.01
1950  50-54    1630292.60   1681184.10   3311476.70
1950  55-59    1346161.34   1346968.72   2693130.06
1950  60-64    1178457.62   1085324.45   2263782.07
1950  65-69     966033.96    784953.96   1750987.92
1950  70-74     728473.11    529994.55   1258467.66
1950  75-79     397354.83    254305.57    651660.40
1950  80-84     175678.49     93884.51    269563.00
1950  85-89      50033.76     22499.39     72533.15
1950  90-94      10043.11      3831.87     13874.98
1950  95-99       1097.08       400.08      1497.16
1950 100-104        70.00        29.00        99.00
1950 105-109         7.00         0.00         7.00
1950 110+            3.00         1.00         4.00
1951   0       1082637.07   1138806.83   2221443.90
1951   1-4     4454649.63   4634838.08   9089487.71
1951   5-9     4591606.36   4714604.07   9306210.43
1951  10-14    4268640.46   4366873.28   8635513.74
1951  15-19    4256895.45   4324748.88   8581644.33
1951  20-24    3881168.47   3839730.28   7720898.75
1951  25-29    3375254.73   2839580.71   6214835.44
1951  30-34    2824971.90   2320675.84   5145647.74
1951  35-39    2667106.66   2356032.58   5023139.24
1951  40-44    2280316.60   2184961.92   4465278.52
1951  45-49    1992095.24   2007383.08   3999478.32
1951  50-54    1676779.20   1720286.91   3397066.11
1951  55-59    1372165.94   1378808.92   2750974.86
1951  60-64    1202586.45   1118751.18   2321337.63
1951  65-69     970346.20    792997.65   1763343.85
1951  70-74     743780.85    541748.64   1285529.49
1951  75-79     423065.24    271214.87    694280.11
1951  80-84     175771.27     94047.92    269819.19
1951  85-89      56378.21     25051.51     81429.72
1951  90-94      10339.61      3841.36     14180.97
1951  95-99       1203.02       375.00      1578.02
1951 100-104        72.00        36.00       108.00
1951 105-109        10.00         1.00        11.00
1951 110+            2.00         1.00         3.00
1952   0       1003555.28   1046928.12   2050483.40
1952   1-4     4658574.96   4852816.19   9511391.15
1952   5-9     4435509.20   4571608.57   9007117.77
1952  10-14    4387542.25   4486750.92   8874293.17
1952  15-19    4289439.21   4355734.31   8645173.52
1952  20-24    3933931.90   3911966.64   7845898.54
1952  25-29    3483567.53   3086707.48   6570275.01
1952  30-34    2902969.73   2331928.02   5234897.75
1952  35-39    2687730.48   2350092.39   5037822.87
1952  40-44    2418454.84   2244137.65   4662592.49
1952  45-49    1960967.54   1985334.31   3946301.85
1952  50-54    1741739.45   1784119.28   3525858.73
1952  55-59    1423766.09   1432912.71   2856678.80
1952  60-64    1196928.73   1125540.81   2322469.54
1952  65-69     978355.35    807053.71   1785409.06
1952  70-74     752488.10    551186.09   1303674.19
1952  75-79     457867.14    293363.80    751230.94
1952  80-84     181504.36     97961.91    279466.27
1952  85-89      60682.88     27095.09     87777.97
1952  90-94      10437.75      3812.43     14250.18
1952  95-99       1271.06       398.01      1669.07
1952 100-104        78.00        42.00       120.00
1952 105-109         9.00         0.00         9.00
1952 110+            2.00         0.00         2.00
1953   0        943776.63    987196.87   1930973.50
1953   1-4     4465524.37   4652374.09   9117898.46
1953   5-9     4648697.62   4806815.48   9455513.10
1953  10-14    4430532.52   4537258.39   8967790.91
1953  15-19    4329633.25   4383646.39   8713279.64
1953  20-24    4036067.54   4033254.90   8069322.44
1953  25-29    3580058.14   3315758.21   6895816.35
1953  30-34    2986256.11   2366280.39   5352536.50
1953  35-39    2694142.43   2332072.92   5026215.35
1953  40-44    2476171.12   2264192.80   4740363.92
1953  45-49    2010459.41   2000527.31   4010986.72
1953  50-54    1805825.45   1841566.28   3647391.73
1953  55-59    1460510.88   1472344.11   2932854.99
1953  60-64    1228321.35   1164886.12   2393207.47
1953  65-69     980631.81    821453.19   1802085.00
1953  70-74     765533.12    563160.14   1328693.26
1953  75-79     484839.51    309877.35    794716.86
1953  80-84     192587.32    105217.27    297804.59
1953  85-89      64949.66     29042.83     93992.49
1953  90-94      10874.71      3955.36     14830.07
1953  95-99       1403.09       445.03      1848.12
1953 100-104        81.00        43.00       124.00
1953 105-109         9.00         1.00        10.00
1953 110+            1.00         0.00         1.00
1954   0        879974.19    919527.71   1799501.90
1954   1-4     4183084.60   4359981.84   8543066.44
1954   5-9     4878883.88   5064964.25   9943848.13
1954  10-14    4605814.62   4713611.25   9319425.87
1954  15-19    4274039.19   4325488.77   8599527.96
1954  20-24    4087248.75   4091703.92   8178952.67
1954  25-29    3674978.32   3528990.63   7203968.95
1954  30-34    3124962.44   2474515.32   5599477.76
1954  35-39    2691785.34   2297139.41   4988924.75
1954  40-44    2529868.08   2281771.57   4811639.65
1954  45-49    2065121.19   2027886.64   4093007.83
1954  50-54    1853668.43   1881474.66   3735143.09
1954  55-59    1517868.87   1527289.77   3045158.64
1954  60-64    1233922.07   1174255.42   2408177.49
1954  65-69     994185.52    854409.00   1848594.52
1954  70-74     777435.38    570877.86   1348313.24
1954  75-79     500011.43    319681.24    819692.67
1954  80-84     205279.00    112540.00    317819.00
1954  85-89      69994.04     31100.34    101094.38
1954  90-94      11559.34      4127.26     15686.60
1954  95-99       1437.04       458.02      1895.06
1954 100-104        81.00        31.00       112.00
1954 105-109         9.00         3.00        12.00
1954 110+            0.00         0.00         0.00
1955   0        833244.48    879089.80   1712334.28
1955   1-4     3831041.51   4001160.39   7832201.90
1955   5-9     5153702.11   5356039.97  10509742.08
1955  10-14    4743033.25   4861856.36   9604889.61
1955  15-19    4245588.27   4297938.72   8543526.99
1955  20-24    4124089.09   4126178.87   8250267.96
1955  25-29    3765333.02   3670958.67   7436291.69
1955  30-34    3247891.96   2638977.38   5886869.34
1955  35-39    2688238.90   2260006.90   4948245.80
1955  40-44    2580361.63   2303221.09   4883582.72
1955  45-49    2163634.28   2080598.99   4244233.27
1955  50-54    1886219.84   1901801.44   3788021.28
1955  55-59    1555605.35   1566566.09   3122171.44
1955  60-64    1239728.75   1192127.14   2431855.89
1955  65-69    1032515.53    897169.04   1929684.57
1955  70-74     786701.72    581392.87   1368094.59
1955  75-79     519904.59    333146.57    853051.16
1955  80-84     224416.97    123215.28    347632.25
1955  85-89      73259.02     32303.85    105562.87
1955  90-94      13230.13      4757.22     17987.35
1955  95-99       1501.00       447.00      1948.00
1955 100-104        95.00        24.00       119.00
1955 105-109        11.00         5.00        16.00
1955 110+            2.00         0.00         2.00
1956   0        814665.89    855022.69   1669688.58
1956   1-4     3601788.08   3756609.59   7358397.67
1956   5-9     5460835.18   5695756.25  11156591.43
1956  10-14    4582366.17   4697687.01   9280053.18
1956  15-19    4251064.35   4305603.96   8556668.31
1956  20-24    4213426.09   4204740.56   8418166.65
1956  25-29    3822054.48   3780494.24   7602548.72
1956  30-34    3333559.25   2818588.70   6152147.95
1956  35-39    2781040.48   2284817.84   5065858.32
1956  40-44    2616164.35   2306901.34   4923065.69
1956  45-49    2228749.36   2124247.40   4352996.76
1956  50-54    1928182.45   1920321.28   3848503.73
1956  55-59    1604903.54   1609757.40   3214660.94
1956  60-64    1274004.81   1229876.42   2503881.23
1956  65-69    1056256.72    927734.35   1983991.07
1956  70-74     795861.67    592658.70   1388520.37
1956  75-79     536667.71    344253.95    880921.66
1956  80-84     243889.05    134497.79    378386.84
1956  85-89      75111.69     33466.94    108578.63
1956  90-94      15809.16      5543.27     21352.43
1956  95-99       1585.00       449.00      2034.00
1956 100-104       104.00        27.00       131.00
1956 105-109        10.00         5.00        15.00
1956 110+            3.00         0.00         3.00
1957   0        784750.66    825456.29   1610206.95
1957   1-4     3428668.00   3583470.69   7012138.69
1957   5-9     5608148.93   5842466.01  11450614.94
1957  10-14    4417619.65   4538897.61   8956517.26
1957  15-19    4362855.20   4411215.01   8774070.21
1957  20-24    4238920.85   4229920.26   8468841.11
1957  25-29    3876158.82   3850246.64   7726405.46
1957  30-34    3440017.15   3062759.60   6502776.75
1957  35-39    2862471.99   2300278.31   5162750.30
1957  40-44    2636862.42   2301431.91   4938294.33
1957  45-49    2364711.39   2183203.96   4547915.35
1957  50-54    1900335.52   1900189.19   3800524.71
1957  55-59    1666271.45   1668703.09   3334974.54
1957  60-64    1327445.43   1282316.30   2609761.73
1957  65-69    1053517.81    934028.41   1987546.22
1957  70-74     802552.44    604529.22   1407081.66
1957  75-79     543448.38    349997.51    893445.89
1957  80-84     264631.44    145552.18    410183.62
1957  85-89      77935.23     34825.03    112760.26
1957  90-94      16678.20      5858.29     22536.49
1957  95-99       1533.00       443.00      1976.00
1957 100-104       105.00        29.00       134.00
1957 105-109         9.00         5.00        14.00
1957 110+            3.00         0.00         3.00
1958   0        739533.95    777232.25   1516766.20
1958   1-4     3279566.60   3434036.38   6713602.98
1958   5-9     5359936.11   5582981.33  10942917.44
1958  10-14    4631426.45   4775490.17   9406916.62
1958  15-19    4401102.79   4445256.60   8846359.39
1958  20-24    4267321.78   4244079.96   8511401.74
1958  25-29    3975217.82   3966239.82   7941457.64
1958  30-34    3533107.42   3286281.71   6819389.13
1958  35-39    2945944.19   2337714.10   5283658.29
1958  40-44    2643569.15   2284707.43   4928276.58
1958  45-49    2421223.87   2200735.49   4621959.36
1958  50-54    1947501.52   1914532.68   3862034.20
1958  55-59    1728305.78   1721675.98   3449981.76
1958  60-64    1363315.56   1316938.25   2680253.81
1958  65-69    1083711.19    965523.78   2049234.97
1958  70-74     803379.25    612681.91   1416061.16
1958  75-79     549799.65    353977.79    903777.44
1958  80-84     275955.65    150192.42    426148.07
1958  85-89      81139.10     36654.29    117793.39
1958  90-94      17066.20      5877.31     22943.51
1958  95-99       1520.00       435.00      1955.00
1958 100-104       106.00        27.00       133.00
1958 105-109         4.00         4.00         8.00
1958 110+            1.00         0.00         1.00
1959   0        783219.23    821697.26   1604916.49
1959   1-4     3142301.66   3297910.60   6440212.26
1959   5-9     5025200.60   5230025.46  10255226.06
1959  10-14    4866500.33   5040664.58   9907164.91
1959  15-19    4565053.43   4600541.40   9165594.83
1959  20-24    4200992.57   4166765.72   8367758.29
1959  25-29    4019865.92   4016135.02   8036000.94
1959  30-34    3627421.04   3500341.00   7127762.04
1959  35-39    3083242.66   2445279.30   5528521.96
1959  40-44    2642468.00   2251791.04   4894259.04
1959  45-49    2475730.49   2218911.36   4694641.85
1959  50-54    1997791.11   1939001.75   3936792.86
1959  55-59    1778478.96   1761238.43   3539717.39
1959  60-64    1415395.03   1365798.94   2781193.97
1959  65-69    1097432.14    979320.30   2076752.44
1959  70-74     818300.52    641943.01   1460243.53
1959  75-79     563270.60    362935.99    926206.59
1959  80-84     289747.04    157767.70    447514.74
1959  85-89      89502.85     40683.27    130186.12
1959  90-94      19291.09      6730.32     26021.41
1959  95-99       1715.98       475.00      2190.98
1959 100-104       116.00        37.00       153.00
1959 105-109         1.00         4.00         5.00
1959 110+            1.00         0.00         1.00
1960   0        770305.54    809793.91   1580099.45
1960   1-4     3088515.28   3234226.10   6322741.38
1960   5-9     4635999.01   4843821.36   9479820.37
1960  10-14    5146789.92   5340761.96  10487551.88
1960  15-19    4693244.61   4733691.21   9426935.82
1960  20-24    4165228.55   4112265.67   8277494.22
1960  25-29    4045111.12   4040574.33   8085685.45
1960  30-34    3713813.97   3643291.63   7357105.60
1960  35-39    3205064.32   2609158.44   5814222.76
1960  40-44    2640286.15   2217227.18   4857513.33
1960  45-49    2522161.07   2238152.53   4760313.60
1960  50-54    2095179.87   1991105.36   4086285.23
1960  55-59    1808758.44   1779287.11   3588045.55
1960  60-64    1452748.14   1402646.74   2855394.88
1960  65-69    1106277.80    998283.42   2104561.22
1960  70-74     855681.95    677755.33   1533437.28
1960  75-79     570027.00    370107.09    940134.09
1960  80-84     301722.17    164658.57    466380.74
1960  85-89      98415.42     44390.30    142805.72
1960  90-94      20106.98      7108.29     27215.27
1960  95-99       2050.97       540.00      2590.97
1960 100-104       121.00        30.00       151.00
1960 105-109         4.00         3.00         7.00
1960 110+            1.00         0.00         1.00
1961   0        760887.36    797105.24   1557992.60
1961   1-4     3027563.51   3166422.74   6193986.25
1961   5-9     4408172.48   4597023.73   9005196.21
1961  10-14    5455573.40   5680865.98  11136439.38
1961  15-19    4528304.03   4571382.94   9099686.97
1961  20-24    4172177.03   4105522.10   8277699.13
1961  25-29    4125746.99   4106122.27   8231869.26
1961  30-34    3767321.65   3755011.89   7522333.54
1961  35-39    3291316.25   2788859.60   6080175.85
1961  40-44    2732833.93   2244295.22   4977129.15
1961  45-49    2556140.27   2242427.69   4798567.96
1961  50-54    2159990.32   2033504.40   4193494.72
1961  55-59    1846542.09   1795552.06   3642094.15
1961  60-64    1501050.16   1441525.89   2942576.05
1961  65-69    1137891.00   1031027.42   2168918.42
1961  70-74     877460.63    700424.04   1577884.67
1961  75-79     575476.73    375666.70    951143.43
1961  80-84     309770.97    168191.48    477962.45
1961  85-89     105238.28     47420.32    152658.60
1961  90-94      20345.59      7130.26     27475.85
1961  95-99       2381.95       626.00      3007.95
1961 100-104       110.00        32.00       142.00
1961 105-109         7.00         1.00         8.00
1961 110+            1.00         0.00         1.00
1962   0        757380.11    796968.49   1554348.60
1962   1-4     3019308.52   3151725.74   6171034.26
1962   5-9     4204818.86   4382824.37   8587643.23
1962  10-14    5608522.82   5815674.12  11424196.94
1962  15-19    4367639.36   4422573.36   8790212.72
1962  20-24    4305570.40   4247751.64   8553322.04
1962  25-29    4164084.08   4140923.90   8305007.98
1962  30-34    3827699.07   3833134.51   7660833.58
1962  35-39    3396385.37   3033947.09   6430332.46
1962  40-44    2816098.41   2261241.37   5077339.78
1962  45-49    2581976.89   2240705.76   4822682.65
1962  50-54    2289609.51   2095441.02   4385050.53
1962  55-59    1816288.39   1775803.22   3592091.61
1962  60-64    1560910.59   1500079.75   3060990.34
1962  65-69    1187770.50   1076423.39   2264193.89
1962  70-74     878111.24    707479.74   1585590.98
1962  75-79     581646.09    384692.50    966338.59
1962  80-84     317555.49    172540.79    490096.28
1962  85-89     114167.31     50741.11    164908.42
1962  90-94      21067.03      7580.27     28647.30
1962  95-99       2524.95       675.98      3200.93
1962 100-104       115.00        34.00       149.00
1962 105-109        10.00         1.00        11.00
1962 110+            1.00         0.00         1.00
1963   0        770570.50    812257.22   1582827.72
1963   1-4     3049573.54   3183422.11   6232995.65
1963   5-9     4010730.86   4176652.53   8187383.39
1963  10-14    5362089.57   5547349.89  10909439.46
1963  15-19    4591154.07   4660366.65   9251520.72
1963  20-24    4355772.49   4307331.50   8663103.99
1963  25-29    4214725.47   4178200.04   8392925.51
1963  30-34    3933817.57   3959627.83   7893445.40
1963  35-39    3495093.11   3260109.83   6755202.94
1963  40-44    2900973.20   2301928.97   5202902.17
1963  45-49    2590428.56   2227449.49   4817878.05
1963  50-54    2342255.66   2110929.83   4453185.49
1963  55-59    1866675.30   1799229.95   3665905.25
1963  60-64    1618609.26   1551375.42   3169984.68
1963  65-69    1223269.93   1109253.88   2332523.81
1963  70-74     904263.33    733392.60   1637655.93
1963  75-79     585392.19    391495.29    976887.48
1963  80-84     323348.52    174941.09    498289.61
1963  85-89     118766.47     51811.53    170578.00
1963  90-94      22118.83      8057.50     30176.33
1963  95-99       2495.93       662.99      3158.92
1963 100-104       105.00        28.00       133.00
1963 105-109        10.00         0.00        10.00
1963 110+            1.00         1.00         2.00
1964   0        793953.16    833505.78   1627458.94
1964   1-4     3046540.17   3180941.42   6227481.59
1964   5-9     3916256.75   4077533.95   7993790.70
1964  10-14    5039212.50   5201435.43  10240647.93
1964  15-19    4827830.59   4913266.65   9741097.24
1964  20-24    4522491.69   4464611.18   8987102.87
1964  25-29    4173902.61   4136795.84   8310698.45
1964  30-34    3991065.06   4023217.10   8014282.16
1964  35-39    3592561.03   3480809.21   7073370.24
1964  40-44    3038220.94   2409975.68   5448196.62
1964  45-49    2593733.84   2200095.75   4793829.59
1964  50-54    2398069.19   2131717.72   4529786.91
1964  55-59    1913725.34   1827774.89   3741500.23
1964  60-64    1665933.71   1586719.57   3252653.28
1964  65-69    1270975.83   1154451.43   2425427.26
1964  70-74     918692.91    747272.76   1665965.67
1964  75-79     599075.80    413670.26   1012746.06
1964  80-84     334476.89    180861.04    515337.93
1964  85-89     124573.02     54543.06    179116.08
1964  90-94      24826.61      9014.47     33841.08
1964  95-99       2912.83       797.00      3709.83
1964 100-104       115.98        25.00       140.98
1964 105-109         7.00         0.00         7.00
1964 110+            2.00         1.00         3.00
1965   0        822615.00    863738.27   1686353.27
1965   1-4     3072566.58   3204492.07   6277058.65
1965   5-9     3864768.82   4010556.36   7875325.18
1965  10-14    4648903.14   4815999.93   9464903.07
1965  15-19    5121633.56   5209975.99  10331609.55
1965  20-24    4645423.54   4578401.25   9223824.79
1965  25-29    4161724.10   4117102.79   8278826.89
1965  30-34    4030136.57   4069891.02   8100027.59
1965  35-39    3685041.87   3633883.77   7318925.64
1965  40-44    3161316.82   2574573.97   5735890.79
1965  45-49    2594793.42   2168922.71   4763716.13
1965  50-54    2446583.16   2154049.71   4600632.87
1965  55-59    2008500.02   1881922.06   3890422.08
1965  60-64    1691177.86   1603630.71   3294808.57
1965  65-69    1306430.76   1189092.13   2495522.89
1965  70-74     930046.84    765932.82   1695979.66
1965  75-79     631196.13    440447.37   1071643.50
1965  80-84     339969.58    185451.22    525420.80
1965  85-89     130584.24     57476.34    188060.58
1965  90-94      27373.21      9789.30     37162.51
1965  95-99       3028.74       837.94      3866.68
1965 100-104       135.97        35.00       170.97
1965 105-109         9.00         0.00         9.00
1965 110+            1.00         1.00         2.00
1966   0        860440.52    895226.49   1755667.01
1966   1-4     3130848.08   3257541.15   6388389.23
1966   5-9     3810807.50   3950952.31   7761759.81
1966  10-14    4421130.91   4567690.82   8988821.73
1966  15-19    5439900.86   5550313.77  10990214.63
1966  20-24    4475060.84   4400161.66   8875222.50
1966  25-29    4184010.27   4127590.16   8311600.43
1966  30-34    4121486.54   4157600.19   8279086.73
1966  35-39    3746625.27   3754676.17   7501301.44
1966  40-44    3251661.13   2757561.87   6009223.00
1966  45-49    2685618.79   2196576.12   4882194.91
1966  50-54    2482575.58   2160361.84   4642937.42
1966  55-59    2072406.70   1924204.06   3996610.76
1966  60-64    1729666.90   1622854.63   3352521.53
1966  65-69    1351267.84   1223626.43   2574894.27
1966  70-74     960313.46    793147.79   1753461.25
1966  75-79     650198.89    456732.07   1106930.96
1966  80-84     342563.86    188266.30    530830.16
1966  85-89     133956.92     58213.75    192170.67
1966  90-94      28872.96     10391.08     39264.04
1966  95-99       3072.34       876.90      3949.24
1966 100-104       163.95        39.99       203.94
1966 105-109         6.00         0.00         6.00
1966 110+            1.00         1.00         2.00
1967   0        646998.62    693508.57   1340507.19
1967   1-4     3234026.30   3367694.37   6601720.67
1967   5-9     3797554.32   3941227.02   7738781.34
1967  10-14    4211334.65   4352305.18   8563639.83
1967  15-19    5603647.07   5697052.26  11300699.33
1967  20-24    4321488.86   4273504.47   8594993.33
1967  25-29    4305719.50   4245338.37   8551057.87
1967  30-34    4160621.45   4185945.40   8346566.85
1967  35-39    3799871.05   3826697.46   7626568.51
1967  40-44    3361041.45   3001161.09   6362202.54
1967  45-49    2769528.05   2213127.59   4982655.64
1967  50-54    2511577.08   2158434.67   4670011.75
1967  55-59    2198266.72   1979562.41   4177829.13
1967  60-64    1710517.79   1612063.77   3322581.56
1967  65-69    1414606.17   1278462.28   2693068.45
1967  70-74    1006661.35    830656.99   1837318.34
1967  75-79     655869.33    464507.33   1120376.66
1967  80-84     351246.75    196124.39    547371.14
1967  85-89     139597.80     61121.32    200719.12
1967  90-94      32153.65     11394.96     43548.61
1967  95-99       3272.70       985.95      4258.65
1967 100-104       184.95        39.98       224.93
1967 105-109         4.00         2.00         6.00
1967 110+            1.00         1.00         2.00
1968   0        931760.67    977242.07   1909002.74
1968   1-4     3117093.57   3266152.17   6383245.74
1968   5-9     3827998.14   3980400.80   7808398.94
1968  10-14    4017204.19   4156217.53   8173421.72
1968  15-19    5352279.17   5428425.81  10780704.98
1968  20-24    4562069.16   4534143.33   9096212.49
1968  25-29    4347317.73   4291833.13   8639150.86
1968  30-34    4210911.27   4213085.98   8423997.25
1968  35-39    3902178.78   3946570.40   7848749.18
1968  40-44    3455738.57   3220652.92   6676391.49
1968  45-49    2860705.81   2258403.79   5119109.60
1968  50-54    2518759.89   2144237.95   4662997.84
1968  55-59    2256009.00   1994893.00   4250902.00
1968  60-64    1765984.64   1639125.74   3405110.38
1968  65-69    1477055.58   1328537.53   2805593.11
1968  70-74    1043636.42    862928.32   1906564.74
1968  75-79     682083.55    486288.51   1168372.06
1968  80-84     359655.34    203636.00    563291.34
1968  85-89     144527.98     63532.10    208060.08
1968  90-94      34240.34     12036.67     46277.01
1968  95-99       3532.39      1136.00      4668.39
1968 100-104       185.93        56.98       242.91
1968 105-109         2.00         0.00         2.00
1968 110+            2.00         1.00         3.00
1969   0        894477.43    951424.81   1845902.24
1969   1-4     3256921.03   3415596.18   6672517.21
1969   5-9     3838903.29   4000414.93   7839318.22
1969  10-14    3922882.28   4071304.16   7994186.44
1969  15-19    5020135.05   5079738.88  10099873.93
1969  20-24    4812549.87   4795815.56   9608365.43
1969  25-29    4513034.79   4451732.78   8964767.57
1969  30-34    4167297.91   4164185.34   8331483.25
1969  35-39    3961658.76   4007534.50   7969193.26
1969  40-44    3538778.95   3428223.99   6967002.94
1969  45-49    3004876.55   2368026.28   5372902.83
1969  50-54    2522515.20   2117225.91   4639741.11
1969  55-59    2315395.95   2015772.70   4331168.65
1969  60-64    1812034.85   1663227.61   3475262.46
1969  65-69    1530118.98   1365998.89   2896117.87
1969  70-74    1091315.28    902258.50   1993573.78
1969  75-79     697789.82    497746.07   1195535.89
1969  80-84     375316.78    217047.36    592364.14
1969  85-89     150509.98     66206.57    216716.55
1969  90-94      36031.91     12460.49     48492.40
1969  95-99       4070.11      1222.27      5292.38
1969 100-104       230.73        65.94       296.67
1969 105-109         4.98         2.00         6.98
1969 110+            2.00         1.00         3.00
1970   0        902239.60    959253.78   1861493.38
1970   1-4     3331894.33   3500360.37   6832254.70
1970   5-9     3890052.29   4063011.20   7953063.49
1970  10-14    3864281.81   4012113.98   7876395.79
1970  15-19    4634015.65   4710546.19   9344561.84
1970  20-24    5101221.80   5072308.23  10173530.03
1970  25-29    4643927.93   4583748.93   9227676.86
1970  30-34    4147147.63   4138499.25   8285646.88
1970  35-39    4007378.87   4052047.53   8059426.40
1970  40-44    3616394.84   3563213.62   7179608.46
1970  45-49    3128137.58   2528477.69   5656615.27
1970  50-54    2537806.04   2097861.19   4635667.23
1970  55-59    2355558.38   2031280.42   4386838.80
1970  60-64    1904955.72   1711318.11   3616273.83
1970  65-69    1560472.61   1384543.93   2945016.54
1970  70-74    1127498.67    932308.59   2059807.26
1970  75-79     713896.68    513714.39   1227611.07
1970  80-84     398026.39    233248.60    631274.99
1970  85-89     154423.47     68483.21    222906.68
1970  90-94      38291.85     13226.85     51518.70
1970  95-99       4550.66      1347.31      5897.97
1970 100-104       245.56        77.86       323.42
1970 105-109         9.97         2.00        11.97
1970 110+            1.00         0.00         1.00
1971   0        914789.29    965425.15   1880214.44
1971   1-4     3358753.12   3536701.22   6895454.34
1971   5-9     3996271.30   4172440.93   8168712.23
1971  10-14    3814812.75   3967411.12   7782223.87
1971  15-19    4399859.24   4481122.98   8880982.22
1971  20-24    5416683.46   5388787.19  10805470.65
1971  25-29    4478810.82   4423903.40   8902714.22
1971  30-34    4167623.69   4154017.62   8321641.31
1971  35-39    4100253.83   4135552.63   8235806.46
1971  40-44    3673845.76   3677629.82   7351475.58
1971  45-49    3216756.40   2704584.57   5921340.97
1971  50-54    2642500.65   2134603.81   4777104.46
1971  55-59    2384176.69   2031555.69   4415732.38
1971  60-64    1971929.79   1755320.88   3727250.67
1971  65-69    1594438.73   1397086.05   2991524.78
1971  70-74    1182736.24    968795.33   2151531.57
1971  75-79     741454.07    536397.90   1277851.97
1971  80-84     411123.33    244192.97    655316.30
1971  85-89     157735.88     70708.98    228444.86
1971  90-94      39572.69     13668.63     53241.32
1971  95-99       4937.76      1477.49      6415.25
1971 100-104       253.96        93.68       347.64
